round,client_id,participated,num_samples,update_norm_l2,update_norm_l1,update_norm_linf
33,1,1,34,67.29488372802734,166373.921875,0.40500980615615845
33,10,1,144,67.24329376220703,166229.8125,0.4109637141227722
33,12,1,108,67.27143096923828,166289.46875,0.4202446937561035
33,13,1,149,67.2114028930664,166131.84375,0.42824631929397583
33,14,1,8,67.293701171875,166379.03125,0.41495591402053833
33,2,1,152,67.17684936523438,166035.9375,0.42932653427124023
33,3,1,55,67.31004333496094,166357.578125,0.42428550124168396
33,4,1,117,67.26911163330078,166248.640625,0.39049890637397766
33,5,1,121,67.2095947265625,166153.515625,0.41089004278182983
33,6,1,50,67.31819915771484,166408.9375,0.41383227705955505
33,9,1,204,67.22173309326172,166113.5,0.44466859102249146
34,0,1,10,67.24516296386719,166235.515625,0.42159736156463623
34,1,1,34,67.22968292236328,166181.109375,0.41656965017318726
34,10,1,144,67.12681579589844,165895.28125,0.4287942051887512
34,12,1,108,67.20242309570312,166078.46875,0.4189855754375458
34,13,1,149,67.15343475341797,165967.671875,0.43058061599731445
34,14,1,8,67.2381820678711,166220.0625,0.40805456042289734
34,15,1,154,67.1576919555664,165976.921875,0.4518113434314728
34,2,1,152,67.11697387695312,165871.859375,0.4348074197769165
34,4,1,117,67.19758605957031,166064.59375,0.4272151589393616
34,5,1,121,67.18345642089844,166074.796875,0.411197692155838
34,7,1,103,67.20689392089844,166118.796875,0.4204525649547577
34,8,1,120,67.18492126464844,166047.625,0.4164510667324066
35,1,1,34,67.15872192382812,165985.25,0.41860097646713257
35,10,1,144,67.11334228515625,165869.09375,0.41689765453338623
35,12,1,108,67.12818908691406,165876.25,0.4353809356689453
35,13,1,149,67.08051300048828,165769.546875,0.4409715235233307
35,14,1,8,67.16861724853516,166027.796875,0.4197235703468323
35,15,1,154,67.07801818847656,165766.21875,0.42947524785995483
35,2,1,152,67.07683563232422,165766.234375,0.4320492446422577
35,4,1,117,67.14065551757812,165923.15625,0.4189721941947937
35,5,1,121,67.07481384277344,165783.140625,0.41201314330101013
35,6,1,50,67.19012451171875,166050.875,0.44534143805503845
35,8,1,120,67.13473510742188,165917.765625,0.42633190751075745
35,9,1,204,67.0726089477539,165671.625,0.4563845098018646
36,1,1,34,67.08721923828125,165792.484375,0.4387742280960083
36,10,1,144,67.01466369628906,165588.34375,0.422014445066452
36,12,1,108,67.05535125732422,165675.84375,0.4302788972854614
36,14,1,8,67.09485626220703,165823.171875,0.42521634697914124
36,15,1,154,67.04066467285156,165662.84375,0.46517834067344666
